time (s),V1 Potential 3,potential 2
15.38,-2.342911152,-3.58E-07
15.4,-0.6152628,-0.004884362
15.42,-0.6152628,-0.004884362
15.44,-0.6152628,-0.004884362
15.46,-1.191145584,-3.58E-07
15.48,-2.918793936,-0.004884362
15.5,-1.191145584,-0.004884362
15.52,0.536502767,-3.58E-07
15.54,-1.191145584,-0.004884362
15.56,-1.767028368,-0.004884362
15.58,-1.767028368,-3.58E-07
15.6,-1.767028368,-0.004884362
15.62,-0.039380017,-0.004884362
15.64,-0.039380017,-3.58E-07
15.66,-2.342911152,-3.58E-07
15.68,-4.070559504,-0.004884362
15.7,-1.191145584,-0.004884362
15.72,1.688268335,-0.004884362
15.74,0.536502767,-0.004884362
15.76,-2.342911152,-0.004884362
15.78,-4.070559504,-0.004884362
15.8,-1.767028368,-0.004884362
15.82,2.264151119,-0.004884362
15.84,1.688268335,-0.004884362
15.86,-2.342911152,-0.004884362
15.88,-4.070559504,-0.004884362
15.9,-1.191145584,-0.004884362
15.92,1.688268335,-3.58E-07
15.94,1.112385551,-0.004884362
15.96,-1.767028368,-0.004884362
15.98,-4.070559504,-0.004884362
16,-1.191145584,-0.004884362
16.02,-0.039380017,-3.58E-07
16.04,-0.6152628,-0.004884362
16.06,-1.191145584,-0.004884362
16.08,-1.767028368,-3.58E-07
16.1,-1.191145584,-3.58E-07
16.12,0.536502767,-0.004884362
16.14,0.536502767,-0.004884362
16.16,-1.191145584,-3.58E-07
16.18,-1.767028368,-0.009768367
16.2,-0.6152628,-0.004884362
16.22,-0.039380017,-0.004884362
16.24,-0.039380017,-0.004884362
16.26,-0.6152628,-3.58E-07
16.28,-2.342911152,-0.004884362
16.3,-1.191145584,-0.004884362
16.32,0.536502767,-0.004884362
16.34,-0.039380017,-0.004884362
16.36,-1.191145584,-0.004884362
16.38,-1.767028368,-0.004884362
16.4,-1.191145584,-3.58E-07
16.42,0.536502767,-0.004884362
16.44,0.536502767,-0.004884362
16.46,-1.191145584,-0.004884362
16.48,-3.49467672,-0.004884362
16.5,-1.191145584,-0.004884362
16.52,1.688268335,-0.004884362
16.54,1.688268335,-0.004884362
16.56,-1.191145584,-0.004884362
16.58,-4.070559504,-0.004884362
16.6,-1.767028368,0.004883647
16.62,2.264151119,-0.009768367
16.64,1.112385551,-3.58E-07
16.66,-1.767028368,-0.004884362
16.68,-2.918793936,-0.004884362
16.7,-1.767028368,-3.58E-07
16.72,1.688268335,-0.004884362
16.74,1.688268335,-0.009768367
16.76,-1.767028368,-0.004884362
16.78,-4.070559504,-0.004884362
16.8,-1.191145584,-0.004884362
16.82,-0.039380017,-0.004884362
16.84,-0.039380017,-0.004884362
16.86,-0.6152628,-0.004884362
16.88,-2.342911152,-3.58E-07
16.9,-1.191145584,-0.004884362
16.92,1.112385551,-0.004884362
16.94,-0.039380017,-3.58E-07
16.96,-1.191145584,-0.004884362
16.98,-1.767028368,-0.004884362
17,-1.767028368,-0.004884362
17.02,-0.039380017,-0.004884362
17.04,-0.039380017,-0.004884362
17.06,-1.191145584,-0.004884362
17.08,-2.342911152,-0.004884362
17.1,-1.191145584,-0.004884362
17.12,-0.039380017,-0.004884362
17.14,-0.039380017,-3.58E-07
17.16,-0.6152628,-0.004884362
17.18,-1.767028368,-3.58E-07
17.2,-1.191145584,-0.004884362
17.22,0.536502767,-0.004884362
17.24,0.536502767,-3.58E-07
17.26,-1.191145584,-0.004884362
17.28,-3.49467672,-0.004884362
17.3,-1.191145584,-0.004884362
17.32,1.688268335,-3.58E-07
17.34,1.688268335,-0.004884362
17.36,-1.191145584,-0.004884362
17.38,-3.49467672,-3.58E-07
17.4,-1.767028368,-0.004884362
17.42,2.264151119,-0.004884362
17.44,1.688268335,-3.58E-07
17.46,-1.191145584,-0.004884362
17.48,-3.49467672,-0.004884362
17.5,-2.342911152,-0.004884362
17.52,1.688268335,-0.004884362
17.54,2.264151119,-0.004884362
17.56,-1.767028368,-3.58E-07
17.58,-3.49467672,-0.004884362
17.6,-1.767028368,-0.004884362
17.62,1.112385551,-0.004884362
17.64,-0.039380017,-3.58E-07
17.66,-0.6152628,-0.009768367
17.68,-2.342911152,-0.004884362
17.7,-1.191145584,-0.004884362
17.72,0.536502767,-0.009768367
17.74,-0.039380017,-3.58E-07
17.76,-1.191145584,-0.004884362
17.78,-1.767028368,-0.004884362
17.8,-1.767028368,-0.004884362
17.82,-0.039380017,-3.58E-07
17.84,0.536502767,-0.004884362
17.86,-1.191145584,-0.004884362
17.88,-1.767028368,-0.004884362
17.9,-1.191145584,-0.004884362
17.92,-0.039380017,-0.004884362
17.94,0.536502767,-0.004884362
17.96,-0.6152628,-0.004884362
17.98,-1.767028368,-0.004884362
18,-1.767028368,-0.004884362
18.02,0.536502767,-3.58E-07
18.04,0.536502767,-0.009768367
18.06,-1.191145584,-0.004884362
18.08,-1.191145584,-0.004884362
18.1,-1.767028368,-0.009768367
18.12,1.112385551,-0.004884362
18.14,2.264151119,-0.004884362
18.16,-0.6152628,-0.004884362
18.18,-3.49467672,-0.004884362
18.2,-1.767028368,-0.004884362
18.22,1.688268335,-3.58E-07
18.24,1.688268335,-3.58E-07
18.26,-0.6152628,-0.004884362
18.28,-2.918793936,-3.58E-07
18.3,-2.342911152,-0.004884362
18.32,1.688268335,-0.004884362
18.34,2.264151119,-0.004884362
18.36,-1.191145584,-0.004884362
18.38,-3.49467672,-0.004884362
18.4,-1.767028368,-0.004884362
18.42,1.112385551,-3.58E-07
18.44,2.264151119,-3.58E-07
18.46,-0.6152628,-0.004884362
18.48,-2.342911152,-0.004884362
18.5,-1.191145584,-0.004884362
18.52,0.536502767,-0.004884362
18.54,-0.039380017,-3.58E-07
18.56,-0.6152628,-0.004884362
18.58,-1.767028368,-0.004884362
18.6,-1.767028368,-0.004884362
18.62,0.536502767,-0.004884362
18.64,-0.039380017,-0.004884362
18.66,-1.191145584,-0.004884362
18.68,-1.767028368,-0.004884362
18.7,-1.191145584,-3.58E-07
18.72,-0.039380017,-0.004884362
18.74,0.536502767,-3.58E-07
18.76,-0.039380017,-3.58E-07
18.78,-2.342911152,-0.004884362
18.8,-1.767028368,-0.004884362
18.82,-0.039380017,-0.004884362
18.84,-0.039380017,-0.009768367
18.86,-1.191145584,-0.004884362
18.88,-1.191145584,-0.004884362
18.9,-2.918793936,-0.004884362
18.92,1.112385551,-0.009768367
18.94,2.840033903,-3.58E-07
18.96,-1.191145584,-3.58E-07
18.98,-3.49467672,-0.004884362
19,-1.767028368,-0.004884362
19.02,1.112385551,-3.58E-07
19.04,1.688268335,-0.004884362
19.06,-0.039380017,-0.004884362
19.08,-3.49467672,-0.004884362
19.1,-2.918793936,-0.004884362
19.12,1.112385551,-0.004884362
19.14,2.264151119,-0.004884362
19.16,-1.191145584,-0.004884362
19.18,-2.918793936,-0.004884362
19.2,-2.342911152,-3.58E-07
19.22,0.536502767,-0.004884362
19.24,2.264151119,-0.004884362
19.26,-0.6152628,-3.58E-07
19.28,-2.342911152,-3.58E-07
19.3,-1.191145584,-0.004884362
19.32,-0.039380017,-0.004884362
19.34,-0.039380017,-0.004884362
19.36,-0.6152628,-0.004884362
19.38,-1.191145584,-0.004884362
19.4,-1.767028368,-0.004884362
19.42,-0.039380017,-0.004884362
19.44,0.536502767,-0.004884362
19.46,-0.6152628,-3.58E-07
19.48,-1.767028368,-0.004884362
19.5,-1.191145584,-3.58E-07
19.52,-0.039380017,-0.004884362
19.54,0.536502767,-0.004884362
19.56,-0.039380017,-0.004884362
19.58,-1.767028368,-3.58E-07
19.6,-1.767028368,-0.004884362
19.62,-0.039380017,-0.004884362
19.64,-0.039380017,-0.004884362
19.66,-0.6152628,-0.004884362
19.68,-1.191145584,-0.004884362
19.7,-1.767028368,-0.004884362
19.72,1.112385551,-3.58E-07
19.74,2.840033903,-3.58E-07
19.76,-0.6152628,-0.004884362
19.78,-3.49467672,-0.004884362
19.8,-2.342911152,-0.004884362
19.82,1.112385551,-3.58E-07
19.84,1.688268335,-0.004884362
19.86,-0.039380017,-0.004884362
19.88,-3.49467672,-0.004884362
19.9,-3.49467672,-0.004884362
19.92,1.112385551,-0.004884362
19.94,2.264151119,-3.58E-07
19.96,-0.6152628,-0.004884362
19.98,-2.918793936,-0.004884362
20,-2.342911152,-3.58E-07
